일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2022-09-17,완주(734),O,33,33,26.6,22.3,80,O,주의,X,높음
2022-09-17,김제(737),X,32.8,32.6,26,22.9,83,X,관심,X,높음
2022-09-17,화순(741),O,33.3,33.8,27.3,22.8,73,O,관심,X,매우높음
2022-09-17,함평(754),O,33.8,33,26.9,22.8,80,X,관심,X,매우높음
2022-09-17,곡성(768),X,32.8,33.2,25.7,20.4,83,X,관심,X,매우높음
2022-09-17,압해도(789),X,32.3,32.5,26,23.2,81,X,관심,X,매우높음
2022-09-17,영양(801),X,31.6,32.1,24.4,20.1,84,X, ,X,높음
2022-09-17,성주(810),X,31.9,32.9,25.7,21,79,X, ,X,높음
2022-09-17,고령(812),X,32.1,32.3,25.1,21.2,87,X, ,X,높음
2022-09-17,청도(813),X,32.8,32.6,24.8,19.7,87,X, ,X,높음
2022-09-17,예천(815),X,32.5,32.6,25.6,20.3,82,X,관심,X,높음
2022-09-17,김천(822),X,32.5,32.2,24.7,19.8,88,X,관심,X,높음
2022-09-17,군위(823),O,33.1,32.8,25.2,20.1,85,X,관심,X,높음
2022-09-17,칠곡(825),X,32.3,32.4,25.7,20.5,86,X,관심,X,높음
2022-09-17,경산(827),X,32.2,32.2,25.7,22.7,81,X, ,X,높음
2022-09-17,삼척(876),X,31.3,30.5,24.8,20.3,83,X, ,X,높음
2022-09-17,속초(90),X,28,26,22.9,20.8,88.1,X, ,X,높음
2022-09-17,삼천포(907),X,32.5,32.2,25.8,21.9,81,X, ,X,높음
2022-09-17,고성(918),X,31.6,30.8,24.8,20.3,88,X, ,X,높음
2022-09-17,창녕(919),X,32,32.1,25.6,21.1,88,X, ,X,높음
2022-09-17,함안(920),X,32.7,32,24.7,20.4,93,X, ,X,높음
2022-09-17,북춘천(93),X,31.4,30.3,25,22.5,91,O,관심,X,보통
2022-09-17,하동(932),X,32.4,32.8,26.1,21.7,82,X, ,X,높음
2022-09-17,철원(95),X,29.8,28.4,23.6,20.6,91.1,X, ,X,보통
2022-09-17,동두천(98),X,30.6,28.7,24,21.6,93.5,X,관심,X,보통
2022-09-17,파주(99),X,30.6,28.9,24.1,20.3,91,X,관심,X,보통
2022-09-18,북강릉(104),X,26.7,24.9,22.8,20.4,89.8,X, ,X,보통
2022-09-18,동해(106),X,28,24.7,23.3,21.7,93.9,X, ,X,보통
2022-09-18,서울(108),X,32.8,32.5,27.1,23,75.3,X,관심,X,보통
2022-09-18,인천(112),X,31.2,30.7,25.8,22,74.1,X, ,X,보통
2022-09-18,원주(114),X,30.3,29.8,26.1,23.5,72.8,O,주의,X,보통
2022-09-18,울릉도(115),X,28.3,25.5,23.9,22.8,95.6,X, ,X,보통
2022-09-18,수원(119),X,32.2,32,27.3,23.1,74.3,X,관심,X,보통
2022-09-18,영월(121),X,30,29.3,24.9,22,79.3,X, ,X,보통
2022-09-18,충주(127),X,32.2,31.8,26.9,23.2,75,X,관심,X,보통
2022-09-18,서산(129),X,31.1,29.9,25.6,21.7,80.1,X, ,X,보통
2022-09-18,울진(130),X,28.7,26.6,23.7,22.1,90.1,X, ,X,보통
2022-09-18,청주(131),O,33.4,33.4,28.2,25,69.8,X,관심,X,보통
2022-09-18,대전(133),O,33.1,33.1,27.3,23.8,71.9,X,관심,X,보통
2022-09-18,추풍령(135),X,30.1,29.1,25.1,21.5,78.6,X,관심,X,보통
2022-09-18,안동(136),X,31.6,31.3,25.9,21.8,76.6,X,관심,X,보통
2022-09-18,상주(137),X,32.2,31.2,26.2,22.6,81.3,X,관심,X,보통
2022-09-18,포항(138),X,28.9,27.7,24.9,23.3,83.3,X, ,X,보통
2022-09-18,군산(140),O,33.2,32.8,27.9,24.3,74,X,관심,O,보통
2022-09-18,대구(143),X,31.6,30.5,26.6,23,83.1,X,관심,X,보통
2022-09-18,전주(146),O,33.2,33.3,27.8,23.8,70.6,O,주의,X,보통
2022-09-18,울산(152),X,30.3,28.8,25.3,23.3,84.5,X, ,X,보통
2022-09-18,창원(155),X,32.2,32.2,27,24,70.5,X, ,X,보통
2022-09-18,광주(156),O,34.2,34.5,28.7,24.6,71,O,주의,O,보통
2022-09-18,부산(159),X,32.2,31,26.4,23,78.6,X, ,X,보통
2022-09-18,통영(162),X,32.6,31.4,26.8,23.4,81,X, ,X,보통
2022-09-18,목포(165),X,31.4,29.9,25.9,23.9,85.9,X, ,X,보통
2022-09-18,여수(168),X,30.8,30.5,28.6,26.2,62.8,X, ,O,보통
2022-09-18,흑산도(169),X,26.6,24.5,22.2,20.6,91.1,X, ,X,매우높음
2022-09-18,완도(170),O,33.5,33.8,28.2,24.1,72.1,X, ,O,보통
2022-09-18,고창(172),X,32.5,32.1,27.2,23.5,74.5,X,관심,X,보통
2022-09-18,제주(184),X,32.1,30.5,27.1,25.2,84.1,X, ,X,보통
2022-09-18,진주(192),X,32.3,31.5,27.6,22.6,73.8,X, ,O,보통
2022-09-18,양평(202),X,30.9,30.1,25.9,22.8,77.4,X,관심,X,보통
2022-09-18,이천(203),X,31.7,30.5,26.1,22.9,81.4,X,관심,X,보통
2022-09-18,인제(211),X,28.7,27.5,23.8,21.5,80.9,X, ,X,보통
2022-09-18,홍천(212),X,29.6,28.6,24.7,22,80,O,주의,X,보통
2022-09-18,태백(216),X,24.8,22.5,19.9,18.2,92.9,X, ,X,보통
2022-09-18,정선군(217),X,28.5,27.9,24,21.8,75.5,X, ,X,보통
2022-09-18,제천(221),X,29.9,28.9,24.7,21.9,82,X,관심,X,보통
2022-09-18,보은(226),X,31.6,30.9,25.5,22.2,80.8,X, ,X,보통
2022-09-18,천안(232),X,32.5,31.9,26.7,22.4,79.6,X,관심,X,보통
2022-09-18,보령(235),X,31.9,31.2,26.9,23.1,74.6,X,관심,X,보통
2022-09-18,부여(236),O,33,32.6,27.6,23.8,75.5,O,주의,X,보통
2022-09-18,금산(238),X,32,31.9,26.7,22.5,74.4,X, ,X,보통
2022-09-18,세종(239),X,32.8,32.6,27.5,23.4,70.8,O,주의,X,보통
2022-09-18,부안(243),O,33,32.6,27.6,23.5,74.9,X,관심,X,보통
2022-09-18,임실(244),X,31.7,31.5,26.6,22.6,73.1,X,관심,X,보통
2022-09-18,정읍(245),X,32.5,32.1,26.7,23,76.5,O,주의,X,보통
2022-09-18,남원(247),X,32.3,32.5,27.5,23.1,68.8,X, ,X,보통
2022-09-18,장수(248),X,31.2,30.8,25,21,78.5,X, ,X,보통
2022-09-18,영광군(252),X,32.1,31.2,26.1,23.2,82.9,X, ,X,보통
2022-09-18,김해시(253),O,33.1,32.2,26.8,23.6,75.4,X,관심,X,보통
2022-09-18,순창군(254),O,33.2,33.5,27.9,23.2,72,X,관심,O,보통
2022-09-18,양산시(257),X,31.4,30.6,26.8,23.9,76,X, ,X,보통
2022-09-18,강진군(259),O,34.6,35,28.4,23.8,73.9,X,관심,O,보통
2022-09-18,장흥(260),O,33.5,33.4,28.1,23.4,72,X, ,O,보통
2022-09-18,해남(261),O,33.7,33,27.5,23.2,80.5,X,관심,X,보통
2022-09-18,고흥(262),X,32.7,32.9,27.7,23.7,69.4,X,관심,O,보통
2022-09-18,의령군(263),X,32,30.9,27,22.8,78.3,X, ,X,보통
2022-09-18,함양군(264),X,31.3,31.3,26.2,22.2,70.9,X,관심,O,보통
2022-09-18,진도군ASOS(268),X,30.2,28.7,25.3,22.9,86.8,X,관심,X,보통
2022-09-18,봉화(271),X,29.1,28.3,24,20.8,81.1,X, ,X,보통
2022-09-18,영주(272),X,31.5,30.8,25.4,21.5,79.4,X,관심,X,보통
2022-09-18,문경(273),X,32.5,31.8,25.7,22.1,82.5,X,관심,X,보통
2022-09-18,청송군(276),X,29.3,28.9,24.7,21.3,75.8,X, ,X,보통
2022-09-18,영덕(277),X,28.6,27.4,23.4,20.7,87.9,X, ,X,보통
2022-09-18,의성(278),X,31.6,31.2,26.3,22.3,78.3,X,관심,X,보통
2022-09-18,구미(279),X,30.7,29.9,26.2,22.6,75.3,X,관심,O,보통
2022-09-18,영천(281),X,30.2,29.4,25.2,21.3,81.4,X,관심,X,보통
2022-09-18,경주시(283),X,30.2,29,24.4,21.8,85.3,X, ,X,보통
2022-09-18,거창(284),X,31,30.1,25.5,21.6,79.8,X, ,X,보통
2022-09-18,합천(285),X,31.1,30.4,26.5,22.5,75.9,X,관심,O,보통
2022-09-18,밀양(288),X,31.7,32.1,27,23.5,67.8,X, ,X,보통
2022-09-18,산청(289),X,31.6,30.8,26.4,22.2,78.1,X, ,O,보통
2022-09-18,거제(294),X,31.6,31.1,26.1,23.1,77.4,X, ,X,보통
2022-09-18,남해(295),X,31.8,30.8,26.9,24.2,75.8,X,관심,X,보통
2022-09-18,부천(433),X,31.8,31.9,25.5,21.3,71,X, ,X,보통
2022-09-18,안양(434),X,28.3,31,27.1,23.5,,X,관심,X,보통
2022-09-18,광명(437),X,32.4,33,27.3,23.1,70,O,관심,X,보통
2022-09-18,군포(438),X,31.5,31.9,27.1,22.9,69,X, ,X,보통
2022-09-18,김포(441),X,,32.3,25.5,21,,X,관심,X,높음
2022-09-18,하남(444),X,30.7,30.2,25.7,21.6,75,X,관심,X,보통
2022-09-18,의왕(445),X,,,,,,X, ,X,보통
2022-09-18,포천(504),X,32.9,32.6,25.8,21.1,76,X, ,X,보통
2022-09-18,가평조종(505),X,32.1,31.5,24.6,20.5,88,X,관심,X,보통
2022-09-18,안성(516),X,32,31,26.2,22.2,82,O,주의,X,보통
2022-09-18,간성(517),X,28.9,27.2,22.8,21.3,95,X, ,X,보통
2022-09-18,평창(526),X,29.8,29.3,24.7,21.8,74,X, ,X,보통
2022-09-18,의정부(532),O,33.6,32.3,25.8,21.4,87,X,관심,X,보통
2022-09-18,횡성(536),X,31.1,29.8,25.4,22.3,86,X,관심,X,보통
2022-09-18,고양(540),O,34,34.2,25.9,20.7,76,X,관심,X,보통
2022-09-18,남양주(541),X,32.3,32.4,26,21.8,78,X, ,X,보통
2022-09-18,안산(545),X,32.6,32.3,25.9,20.5,79,X,관심,X,보통
2022-09-18,경기광주(546),X,30.1,29.5,25,22,78,X,관심,X,보통
2022-09-18,여주(548),X,30.3,29.2,25.4,22.6,82,X,관심,X,보통
2022-09-18,용인(549),X,30.3,29.9,25,22.1,78,X,관심,X,보통
2022-09-18,오산(550),X,30.9,30.4,26.2,22.7,73,X, ,X,보통
2022-09-18,평택(551),X,32,31.5,26.6,22.7,81,O,주의,X,보통
2022-09-18,화천(555),X,32.7,31.4,24.1,20.7,90,X, ,X,보통
2022-09-18,양구(556),X,30.1,29.6,24.4,21.5,77,X, ,X,보통
2022-09-18,시흥(565),X,32.7,32.4,26.2,21.3,78,X,관심,X,보통
2022-09-18,구리(569),X,32.5,32.4,26.3,22.3,75,X, ,X,보통
2022-09-18,화성(571),O,33.8,33.3,26.9,22.2,77,X, ,X,보통
2022-09-18,성남(572),X,31.8,31.4,26.5,22.6,73,X,관심,X,보통
2022-09-18,과천(590),X,32.3,31.9,26.2,21.6,79,X,관심,X,보통
2022-09-18,양주(598),X,32.5,32.1,24.7,20,81,X,관심,X,보통
2022-09-18,단양(601),X,31.7,30.8,25.5,22.7,80,X,관심,X,보통
2022-09-18,진천(602),X,32.1,31.1,26.9,23,76,X,관심,X,보통
2022-09-18,괴산(603),X,32.5,32.2,26.3,22.9,79,X,관심,X,보통
2022-09-18,옥천(604),X,32.8,32.7,26.9,23,78,X,관심,X,보통
2022-09-18,홍북(608),X,30.6,29.8,25.6,21,77,X,관심,X,보통
2022-09-18,공주(612),O,33.8,33.7,27,22.7,77,O,주의,X,보통
2022-09-18,서천(614),O,33.6,32.9,27.7,23.3,74,O,주의,O,보통
2022-09-18,논산(615),O,33.6,33.6,27.9,23.4,72,O,주의,X,보통
2022-09-18,당진(616),X,31.7,30.4,25.5,21.6,85,X, ,X,보통
2022-09-18,청양(618),X,31.9,30.7,26.2,21.9,80,O,주의,X,보통
2022-09-18,음성(619),X,31.7,31.5,25.7,22,75,X,관심,X,보통
2022-09-18,증평(623),O,33.8,33.4,27.3,23.4,78,X,관심,X,보통
2022-09-18,태안(627),X,31.2,29.4,25.7,21.9,83,X, ,X,보통
2022-09-18,예산(628),X,31.8,30.5,25.8,22,85,X, ,X,보통
2022-09-18,아산(634),X,31.8,30.9,26.3,22.3,80,X,관심,X,보통
2022-09-18,계룡(636),X,32.5,32.7,27.4,23.6,68,X,관심,X,보통
2022-09-18,연천청산(652),X,,,,,,X,관심,X,보통
2022-09-18,양양(670),X,27.3,26.1,23.3,21.1,84,X, ,X,보통
2022-09-18,무안(699),O,33.2,32.4,27.1,23.5,81,X,관심,X,보통
2022-09-18,무주(701),X,31.2,30.9,26.1,22,75,X, ,X,보통
2022-09-18,익산(702),X,32.8,31.9,27.8,23.9,78,O,주의,X,보통
2022-09-18,진안(703),X,31.1,30.4,25.3,22,78,X,관심,X,보통
2022-09-18,담양(706),O,35.5,35.9,29.2,24.5,74,O,주의,O,보통
2022-09-18,구례(709),O,34.5,34.5,27.6,22.8,78,X,관심,O,보통
2022-09-18,나주(710),O,34.1,33.9,28,24,75,O,주의,O,보통
2022-09-18,순천시(712),O,33.6,34.1,29.3,24,65,X,관심,O,보통
2022-09-18,광양읍(713),O,34.7,36.3,29.5,23.9,62,X,관심,O,보통
2022-09-18,장성(730),O,33.6,33.1,27.7,23.4,73,X,관심,X,보통
2022-09-18,영암(731),O,34.1,33.7,27.1,23.1,81,X,관심,X,보통
2022-09-18,보성(732),O,34.4,34.2,27.4,22.8,76,X,관심,O,보통
2022-09-18,완주(734),O,33.3,33.4,27.9,23.3,72,O,주의,X,보통
2022-09-18,김제(737),X,32.3,31.7,27.1,23.3,77,X,관심,X,보통
2022-09-18,화순(741),O,33.6,33.9,27.9,23.1,70,O,주의,O,보통
2022-09-18,함평(754),O,33.6,33.2,27.7,23.6,79,X,관심,X,보통
2022-09-18,곡성(768),O,34,33.8,26.8,22.2,78,X,관심,O,보통
2022-09-18,압해도(789),X,30.7,30.3,25.9,23.7,80,X,관심,X,보통
2022-09-18,영양(801),X,29.6,28.8,24.5,21.4,82,X, ,X,보통
2022-09-18,성주(810),X,31.6,31.5,26.6,23.1,74,X, ,O,보통
2022-09-18,고령(812),X,30.9,29.6,26.3,23,79,X, ,O,보통
2022-09-18,청도(813),X,31.2,30.5,25.7,21.9,78,X, ,X,보통
2022-09-18,예천(815),X,32.1,31.8,26.4,22.4,76,X,관심,X,보통
2022-09-18,김천(822),X,30.9,29.4,26,22.3,84,X, ,O,보통
2022-09-18,군위(823),X,31.9,31,26.1,22.7,82,X,관심,X,보통
2022-09-18,칠곡(825),X,32.1,30.8,26.7,23.5,83,X,관심,X,보통
2022-09-18,경산(827),X,31,29.9,25.6,22.3,80,X,관심,X,보통
2022-09-18,삼척(876),X,27.6,25.3,23.4,21.6,90,X, ,X,보통
2022-09-18,속초(90),X,26.9,25.4,23,21.1,86.8,X, ,X,보통
2022-09-18,삼천포(907),X,32.9,32.7,28,24.3,67,X, ,X,보통
2022-09-18,고성(918),X,32.7,31.9,26.6,23.6,79,X, ,X,보통
2022-09-18,창녕(919),X,31.8,31.2,26.7,23.5,79,X,관심,X,보통
2022-09-18,함안(920),X,31.7,30.5,26.2,22.2,82,X, ,X,보통
2022-09-18,북춘천(93),X,31.3,30.3,25.6,21.7,82.1,O,주의,X,보통
2022-09-18,하동(932),O,33.1,33.2,28.6,23.5,67,X,관심,O,보통
2022-09-18,철원(95),X,31.9,31.6,24.8,20.2,81.9,X, ,X,보통
2022-09-18,동두천(98),X,31.8,30.8,24.6,20.8,86.5,X, ,X,보통
2022-09-18,파주(99),X,31.9,30.7,23.9,20.2,86.5,X,관심,X,높음
2022-09-19,북강릉(104),X,25.9,22.7,19.7,16.1,82,X, ,X,보통
2022-09-19,동해(106),X,26.6,23.4,20.3,16.3,84.8,X, ,X,낮음
2022-09-19,서울(108),X,29.4,29.6,24.6,19.5,63.1,X, ,X,높음
2022-09-19,인천(112),X,27.8,27.8,23.2,18.6,62.9,X, ,X,높음
2022-09-19,원주(114),X,27,26.5,22.4,16.3,62.8,X, ,X,높음
2022-09-19,울릉도(115),X,26.5,23.4,18.7,16.4,89.1,X, ,X,낮음
2022-09-19,수원(119),X,29.7,29.8,25,19.6,61.1,X, ,X,높음
2022-09-19,영월(121),X,27,26,21.6,14.6,66.4,X, ,X,보통
2022-09-19,충주(127),X,29.2,28.3,22.2,14,72.6,X, ,X,높음
2022-09-19,서산(129),X,27.2,26.5,22.9,17.6,65.3,X, ,X,높음
2022-09-19,울진(130),X,26.4,23.4,20.1,17.3,84.3,X, ,X,낮음
2022-09-19,청주(131),X,29.5,29.4,24.8,19.2,61,X, ,X,높음
2022-09-19,대전(133),X,29.3,29.6,24.5,17.7,61.5,X, ,X,높음
2022-09-19,추풍령(135),X,29.9,29.7,23.5,14.9,66.9,X, ,X,보통
2022-09-19,안동(136),X,28.6,28,23,15.3,65.3,X, ,X,보통
2022-09-19,상주(137),X,30.9,30.7,25.1,16.7,64.3,X, ,X,보통
2022-09-19,포항(138),X,27.4,24.3,22,19.4,80.1,X, ,X,낮음
2022-09-19,군산(140),X,30,29.7,24.9,19,67,X, ,X,높음
2022-09-19,대구(143),X,29.9,29.8,25.1,18.8,72.9,X, ,X,보통
2022-09-19,전주(146),X,30.1,30.1,25,19.3,66.8,X, ,X,높음
2022-09-19,울산(152),X,27.2,24.4,21.9,18.5,80.6,X, ,X,낮음
2022-09-19,창원(155),X,30.4,31,25.9,21.7,62.6,X, ,X,보통
2022-09-19,광주(156),X,30.6,30.1,25.4,20.6,66.3,X, ,X,높음
2022-09-19,부산(159),X,29.8,28.8,24.1,19,75.8,X, ,X,보통
2022-09-19,통영(162),X,31.6,30.9,26.4,22.5,73.5,X, ,X,보통
2022-09-19,목포(165),X,28,25.7,23,20.6,74.3,X, ,X,매우높음
2022-09-19,여수(168),X,31.9,32.4,28.7,24,58,X, ,X,높음
2022-09-19,흑산도(169),X,25.2,23,20.9,19.1,79.3,X, ,X,매우높음
2022-09-19,완도(170),X,29.8,28.9,25.3,20.7,67.3,X, ,X,높음
2022-09-19,고창(172),X,27.9,27,23.4,17.6,67.8,X, ,X,높음
2022-09-19,제주(184),X,29.2,27.9,25.1,22,77,X, ,X,높음
2022-09-19,진주(192),X,32.3,32.4,27.5,21.2,62.9,X, ,X,보통
2022-09-19,양평(202),X,28.1,27.8,23.9,18.2,59.5,X, ,X,높음
2022-09-19,이천(203),X,29,28.6,23.4,16.3,67.3,X, ,X,높음
2022-09-19,인제(211),X,25,22.9,19.9,16.4,73.8,X, ,X,보통
2022-09-19,홍천(212),X,26.7,25.7,21,14.8,70.4,X, ,X,높음
2022-09-19,태백(216),X,23.2,20.3,15.9,13,88,X, ,X,보통
2022-09-19,정선군(217),X,25.8,24.7,20.7,17.3,64.4,X, ,X,보통
2022-09-19,제천(221),X,27.8,26.9,21.1,14.2,71.1,X, ,X,높음
2022-09-19,보은(226),X,29.2,28.6,23.2,14.6,71.1,X, ,X,높음
2022-09-19,천안(232),X,29.1,28.8,24.6,19,63.5,X, ,X,높음
2022-09-19,보령(235),X,29,28.3,23.7,18.5,65.1,X, ,X,높음
2022-09-19,부여(236),X,30.8,30.6,24.9,17.6,68.1,X, ,X,높음
2022-09-19,금산(238),X,29.3,28.9,24.1,17.6,66.8,X, ,X,높음
2022-09-19,세종(239),X,29.9,30.3,24.4,18.8,61.8,X, ,X,높음
2022-09-19,부안(243),X,29.1,28.2,24.1,19.1,68.6,X, ,X,높음
2022-09-19,임실(244),X,29.7,29.1,24.6,19,69.4,X, ,X,높음
2022-09-19,정읍(245),X,29,28.2,23.4,18.3,69.8,X, ,X,높음
2022-09-19,남원(247),X,30.4,30.2,25.3,19.1,67.9,X, ,X,높음
2022-09-19,장수(248),X,28.5,27.9,22.8,16.1,72.8,X, ,X,높음
2022-09-19,영광군(252),X,27.7,25.6,23,19.2,70.8,X, ,X,높음
2022-09-19,김해시(253),X,29.7,29.2,24.4,18.5,72.9,X, ,X,보통
2022-09-19,순창군(254),X,29.6,29,24.8,18.9,69.8,X, ,X,보통
2022-09-19,양산시(257),X,30.4,30.5,24.5,19,74.9,X, ,X,보통
2022-09-19,강진군(259),X,30.6,30.1,25.2,18.9,67.6,X, ,X,높음
2022-09-19,장흥(260),X,30.2,29.5,24.8,16.7,68.3,X, ,X,높음
2022-09-19,해남(261),X,28.8,27.1,23.8,19.4,73.5,X, ,X,높음
2022-09-19,고흥(262),X,31.2,31.2,25.7,19.7,65.3,X, ,X,높음
2022-09-19,의령군(263),X,31.3,30.8,26.2,20,66.5,X, ,X,보통
2022-09-19,함양군(264),X,29.9,30.2,25.7,16.9,56.9,X, ,X,보통
2022-09-19,진도군ASOS(268),X,27.9,26,23.4,20,72.4,X, ,X,매우높음
2022-09-19,봉화(271),X,26.3,24.7,20.6,13.2,71.6,X, ,X,보통
2022-09-19,영주(272),X,29,28.5,22.2,14.1,68.1,X, ,X,보통
2022-09-19,문경(273),X,29.2,28.7,24,15.6,63.6,X, ,X,높음
2022-09-19,청송군(276),X,26.1,25,20.6,12.3,74.1,X, ,X,보통
2022-09-19,영덕(277),X,26.3,23.5,20.4,17.7,84.3,X, ,X,낮음
2022-09-19,의성(278),X,29,28.8,22.9,14.1,73,X, ,X,보통
2022-09-19,구미(279),X,31,31.2,25.1,17.4,60.4,X, ,X,보통
2022-09-19,영천(281),X,27.5,26.8,23.1,15.5,70.6,X, ,X,보통
2022-09-19,경주시(283),X,26.8,24.6,21.4,15.8,83.4,X, ,X,낮음
2022-09-19,거창(284),X,29.8,29.4,25,18.9,66.3,X, ,X,보통
2022-09-19,합천(285),X,31.1,31.6,26.3,20.1,60.6,X, ,X,보통
2022-09-19,밀양(288),X,29.3,29.8,25.3,20.5,60.8,X, ,X,낮음
2022-09-19,산청(289),X,30.8,30.4,26.3,19.6,65.4,X, ,X,높음
2022-09-19,거제(294),X,30.1,29.8,24.9,20.9,72.9,X, ,X,보통
2022-09-19,남해(295),X,31.9,32.6,27.9,23,61.8,X, ,X,보통
2022-09-19,부천(433),X,27.8,28.2,23.1,18.6,58,X, ,X,높음
2022-09-19,안양(434),X,21.5,28.9,24.7,20.1,,X, ,X,높음
2022-09-19,광명(437),X,29.5,30.3,25,20.6,57,O, ,X,높음
2022-09-19,군포(438),X,28.9,29.8,24.7,20.1,58,X, ,X,높음
2022-09-19,김포(441),X,,28.2,23.1,17.9,,X, ,X,높음
2022-09-19,하남(444),X,29.1,28.9,22.8,16.3,66,X, ,X,높음
2022-09-19,의왕(445),X,,,,,,X, ,X,높음
2022-09-19,포천(504),X,27,26.6,22.9,16.7,63,X, ,X,높음
2022-09-19,가평조종(505),X,28,27.5,21.4,14.2,81,X, ,X,높음
2022-09-19,안성(516),X,29.9,30.4,24.3,17.9,64,X, ,X,높음
2022-09-19,간성(517),X,25.1,22.1,19.8,17,84,X, ,X,보통
2022-09-19,평창(526),X,26.3,25.7,20.8,16.4,62,X, ,X,보통
2022-09-19,의정부(532),X,29.4,28.1,23.2,18,76,X, ,X,높음
2022-09-19,횡성(536),X,27.6,26.3,21.8,14.3,77,X, ,X,높음
2022-09-19,고양(540),X,29.3,29.8,24,18.3,65,X, ,X,높음
2022-09-19,남양주(541),X,29,29.1,23.4,16.8,68,X, ,X,높음
2022-09-19,안산(545),X,29.8,29.9,23.7,15.6,66,X, ,X,높음
2022-09-19,경기광주(546),X,28.2,28.2,22.6,16,66,X, ,X,높음
2022-09-19,여주(548),X,27.4,26.4,22.3,16.5,67,X, ,X,높음
2022-09-19,용인(549),X,27.7,28,22.8,15.7,65,X, ,X,높음
2022-09-19,오산(550),X,29.3,30,24.2,18.4,58,X, ,X,높음
2022-09-19,평택(551),X,30.6,30.7,24.8,18.7,63,X, ,X,높음
2022-09-19,화천(555),X,27.7,27.2,21,14.5,83,X, ,X,보통
2022-09-19,양구(556),X,25.6,24.3,20.1,15.1,70,X, ,X,보통
2022-09-19,시흥(565),X,29.7,29.6,24.1,17.1,64,X, ,X,높음
2022-09-19,구리(569),X,29.3,29.1,23.9,17.3,63,X, ,X,높음
2022-09-19,화성(571),X,30.2,30.4,24.5,19,63,X, ,X,높음
2022-09-19,성남(572),X,29.2,29.3,23.5,17.7,64,X, ,X,높음
2022-09-19,과천(590),X,30,29.8,23.9,16.3,67,X, ,X,높음
2022-09-19,양주(598),X,28,28,22.4,15.8,69,X, ,X,높음
2022-09-19,단양(601),X,27.9,27,22.3,15.4,70,X, ,X,보통
2022-09-19,진천(602),X,28.5,28,23.8,16.9,65,X, ,X,높음
2022-09-19,괴산(603),X,29.2,28.8,23.3,14.5,68,X, ,X,높음
2022-09-19,옥천(604),X,30,29.9,24.7,17.2,66,X, ,X,높음
2022-09-19,홍북(608),X,30,30.1,23.8,17.7,61,X, ,X,높음
2022-09-19,공주(612),X,30.4,30.4,24.4,17.4,68,X, ,X,높음
2022-09-19,서천(614),X,31.2,31.1,25.3,17.8,63,X, ,X,높음
2022-09-19,논산(615),X,30.6,30.9,24.9,17,67,X, ,X,높음
2022-09-19,당진(616),X,28.1,27.1,23.1,18.4,68,X, ,X,높음
2022-09-19,청양(618),X,29.6,28.9,23.6,16.6,71,X, ,X,높음
2022-09-19,음성(619),X,27.7,27.3,22.3,14.5,66,X, ,X,높음
2022-09-19,증평(623),X,29,28.7,23.9,17.6,68,X, ,X,높음
2022-09-19,태안(627),X,27.3,26.3,22.6,19.2,70,X, ,X,높음
2022-09-19,예산(628),X,29.5,28.6,23.9,18.9,71,X, ,X,높음
2022-09-19,아산(634),X,30,29.5,24.3,20,68,X, ,X,높음
2022-09-19,계룡(636),X,29.3,29.7,24,17.7,63,X, ,X,높음
2022-09-19,연천청산(652),X,,,,,,X, ,X,높음
2022-09-19,양양(670),X,25.6,22.5,19.9,16.9,78,X, ,X,보통
2022-09-19,무안(699),X,28.4,26.5,23.2,18.9,72,X, ,X,높음
2022-09-19,무주(701),X,28.6,28.2,24.1,16.4,67,X, ,X,높음
2022-09-19,익산(702),X,30.8,30.2,25.2,19.7,70,X, ,X,높음
2022-09-19,진안(703),X,28.6,28.1,23.4,17.2,70,X, ,X,높음
2022-09-19,담양(706),X,32.2,31.2,25.4,19.5,76,X, ,X,보통
2022-09-19,구례(709),X,31.2,30.3,25.9,19.6,74,X, ,X,높음
2022-09-19,나주(710),X,30,28.8,23.8,17.9,74,X, ,X,높음
2022-09-19,순천시(712),X,32.4,33.2,28.1,21.6,58,X, ,X,높음
2022-09-19,광양읍(713),X,32.8,33.8,28.7,22.1,55,X, ,X,높음
2022-09-19,장성(730),X,30.1,29.5,23.6,17.5,70,X, ,X,높음
2022-09-19,영암(731),X,29.9,28.8,23.6,17.4,75,X, ,X,높음
2022-09-19,보성(732),X,31.6,31.1,25.2,17.5,71,X, ,X,높음
2022-09-19,완주(734),X,30.3,30.4,25.2,16.4,68,X, ,X,높음
2022-09-19,김제(737),X,30.4,29.8,24.1,18.6,70,X, ,X,높음
2022-09-19,화순(741),X,30.5,30.1,25,19,68,X, ,X,보통
2022-09-19,함평(754),X,29,27.6,23.6,19.2,73,X, ,X,높음
2022-09-19,곡성(768),X,31.4,30.8,26,19.2,65,X, ,X,높음
2022-09-19,압해도(789),X,27.8,25.9,23.3,20.5,68,X, ,X,높음
2022-09-19,영양(801),X,26.7,25.1,20.3,12.5,84,X, ,X,낮음
2022-09-19,성주(810),X,29.7,30.5,25.2,18.4,60,X, ,X,보통
2022-09-19,고령(812),X,30,30,25.3,18.2,64,X, ,X,보통
2022-09-19,청도(813),X,28.2,28.1,23.6,16.1,71,X, ,X,낮음
